Accuracy,5% Percentile,20% Percentile,30% Percentile,50% Percentile,70% Percentile,90% Percentile,95% Percentile
0.400 ~ 0.500,1318.21510275794,1353.0752859025229,1366.3607197786687,1392.6080157362037,1419.3761439907469,1458.8886133442254,1478.4378239217274
0.500 ~ 0.600,1331.2880368190752,1364.8731962839217,1380.0,1403.2702360058056,1430.7475880885922,1471.6227972212282,1490.1699861195425
0.600 ~ 0.700,1346.3574074344572,1380.0,1394.9318647604969,1418.8108693016957,1443.6508290737972,1483.3267606565464,1502.2446828430284
0.700 ~ 0.800,1360.961752178235,1394.196003527124,1403.9691250509152,1430.3256124852849,1456.351466340544,1495.275812558796,1513.979746569698
0.800 ~ 0.900,1378.685751532622,1403.4311189723528,1420.0,1442.9381345978486,1469.0568561716245,1507.3774772725185,1525.5550026240164
0.900 ~ 1.000,1399.6206830301776,1420.0,1435.2865353551404,1456.3288884597084,1482.4061721445325,1519.9849179217363,1538.4352617325658
