0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
1288.2342435162586,1317.5249498840235,1351.0064994004756,1361.4444487618928,1417.9877181128336,1449.8654378222034,1489.435811932146,1561.5593329261874,1800.0
1289.4113844908297,1333.154214209262,1373.2810049772067,1393.706369482205,1431.227231627442,1451.8831577163617,1536.1634525023105,1561.5611962051166,1800.0
1295.8685042968714,1336.7320519202997,1373.921837031886,1395.7468686364075,1436.862041203625,1462.349855839446,1537.1827376092938,1562.0431262347101,1800.0
1307.6781899528523,1347.7879841437166,1380.1816389464734,1404.2971496467915,1436.8645433069028,1483.1860040019153,1547.8903359483174,1562.7234721137638,1800.0
1326.910727217048,1350.6073768422075,1386.991285509561,1415.1105576629113,1437.9914524724666,1491.530185833965,1555.8947860807082,1563.3714602952489,1800.0
1331.4373982769685,1370.5472125473802,1400.9610546910783,1427.6250717389544,1442.6713812999355,1495.5263936413712,1556.5693034257024,1612.6141409356917,1800.0
1333.0517494301562,1373.8055360650387,1402.0297343921386,1431.3817967006098,1445.29108447289,1505.8649329616521,1560.5960859827273,1612.6426456829313,1800.0
1335.9889473628716,1374.2762777989933,1402.712350961674,1431.8853263760143,1451.8006564479786,1514.0656111909045,1560.6758343258637,1612.9113420019473,1800.0
1343.010864673847,1375.3279180598852,1403.7958000861568,1435.9214567946349,1452.976029077722,1514.2138213828366,1561.7234468533477,1613.0745351916976,1800.0
1345.7326550758773,1375.4032857237046,1404.7210713006361,1436.4484181850994,1472.4483239405788,1514.4058460937315,1561.758881497025,1613.6511524545647,1800.0
1346.1032918157912,1383.6421325947122,1405.5319897430832,1436.990772192818,1472.9798061956024,1514.4765695514266,1562.4220277099564,1613.651602853141,1800.0
1349.204524408622,1384.613828847024,1416.5886792458111,1438.652914709333,1473.281650194117,1514.596629524476,1562.597408566682,1613.9447858467408,1800.0
1364.6596436940763,1385.4031609560927,1416.6998685221706,1438.7553712390518,1474.5031714827264,1515.2553648012524,1582.2291440323959,1614.3241573573466,1800.0
1366.6040558340578,1385.6747688519824,1419.0631890209247,1440.3544560184355,1485.7651033565091,1515.5463428493447,1582.4242126288273,1614.998576963408,1800.0
1368.962881740116,1386.1393417993972,1422.7933627801053,1447.198441662736,1489.5020499688112,1520.17681068017,1583.7688771133046,1623.829804216789,1800.0
1371.5028885888005,1393.4639075213856,1423.8896283031643,1450.2657746891769,1489.5190362356711,1524.3519734381011,1584.0283858509454,1638.6788359134696,1800.0
1372.7727569097817,1394.9818937139466,1432.3427799010342,1450.555764508732,1490.7777894864814,1530.194277885817,1586.9804263892645,1639.308482757467,1800.0
1372.987843564534,1395.4835669510148,1434.3114595540405,1451.391299921954,1490.9407879670352,1533.120332357371,1593.515899733069,1640.014701350847,1800.0
1374.2236240066206,1398.5044202940333,1435.190384549063,1453.2196872876455,1491.6463232549677,1533.5171997101013,1595.476346854661,1641.0056022047643,1800.0
1375.0730691890194,1399.2590260396378,1435.2458249186275,1453.268246297529,1492.0759230448014,1534.1275737161982,1598.285311096627,1641.5993175153017,1800.0
1377.073548210705,1399.8810336827828,1435.3846403064813,1453.9785499350967,1492.7464540978665,1534.9745101400972,1602.5113002717103,1642.9591551495307,1800.0
1380.7118585168976,1400.2566611199863,1435.793951794163,1458.584075699352,1492.7907127968438,1539.2608268689603,1602.692768915635,1652.8342225538129,1800.0
1383.0561469036104,1403.207645157334,1435.9953619647536,1459.123516302571,1492.907604269497,1545.3531714669257,1605.6358583310903,1653.1892627987854,1800.0
1383.1816307457912,1404.797022700133,1436.2726897015268,1462.028397351191,1493.1507821634868,1545.6378937689212,1606.4783972386592,1653.9633545142544,1800.0
