0.200,0.300,0.400,0.500,0.600,0.700,0.800,0.900,0.950,0.990,1.000
1080.2453346564616,1100.5941706558026,1124.9380851799172,1147.4529148275503,1180.4085802244106,1227.9731669796095,1319.3077385521772,1417.7136534482945,1477.193167188346,1610.9842266987912,1800.0
1080.9751370110434,1113.7330806950931,1127.4952711684884,1182.8595549185068,1208.6769222483433,1275.8432836049908,1337.1594367227647,1448.2401710261,1508.7967795643103,1642.870862860811,1800.0
1090.0153774701441,1119.8513159708498,1129.8790646770735,1183.952466571617,1218.058014188356,1282.4555388430213,1342.2680453962807,1454.5822179575298,1516.4953902062875,1644.9150871231964,1800.0
1093.037232494826,1120.0612139722023,1134.7101928879542,1188.776639637286,1222.1482605007425,1282.530721163908,1353.0375900850133,1461.3818543825957,1529.1882459666524,1670.7111266757954,1800.0
1093.8320122814457,1125.443007225679,1146.7565454965943,1192.0515076668523,1224.4497587011183,1287.068452978564,1354.129704042452,1471.3576094844873,1535.8725727807662,1671.0914165023676,1800.0
1094.0083028355284,1129.160222760696,1153.1558765294797,1193.0883770883663,1226.4067280567344,1287.0906447146126,1354.3628152037804,1471.5915578269241,1537.8804685654195,1672.948579040086,1800.0
1094.5707787742651,1130.5693399634174,1156.7916971135744,1194.91192977091,1227.8808274607572,1292.8319954830833,1356.4765039225995,1476.4571374275076,1542.0778935538694,1686.6337846045694,1800.0
1116.6102684463158,1131.2768926887431,1164.4747743897578,1199.5648860633626,1237.3402682281376,1295.1292117903454,1357.3124691967073,1488.127944316819,1558.7015953501846,1686.652399100854,1800.0
1116.73873361816,1134.2522785559693,1167.123333187066,1200.1834933555185,1238.567942766505,1301.042790718609,1357.9277054681424,1495.405409356742,1564.9960556072708,1693.9651415365863,1800.0
1119.120587678143,1136.7786802766066,1167.2219496039136,1201.6296662297123,1241.1200106876295,1302.6805832471828,1359.6245011380659,1500.3971423108642,1566.7129239980725,1696.6573606378588,1800.0
1119.5828791358579,1138.638253959127,1170.0627497262824,1202.8087142634356,1241.393881601743,1304.2560374644772,1363.0134171206755,1501.2384772230491,1569.1053315865024,1700.3254019570365,1800.0
1119.7475565133461,1139.6809028676782,1171.098518002485,1205.0393642433644,1245.2975951188268,1304.966681769201,1365.6281955237046,1501.397081290972,1571.3606031726683,1700.6843717963081,1800.0
1120.3200554000373,1139.9301581912634,1171.139056560879,1205.7423223339222,1245.462094055098,1305.706383677595,1368.3898629928085,1501.4339894442223,1576.628985895748,1711.6129856646926,1800.0
1120.4681065657637,1139.969145878803,1173.1743660401255,1206.7589244536305,1245.8279357366498,1309.466867244947,1370.5482123598088,1510.2283031374016,1578.7556456874145,1717.0473532053459,1800.0
1121.6121648064993,1140.006512284234,1174.3446879366718,1212.2059392598296,1246.3061679454684,1309.487008315656,1372.6273568934425,1512.0136602507002,1581.1166884775503,1718.3438083219326,1800.0
1128.3386485367623,1140.6245972358506,1175.856567463605,1215.7073173859476,1248.8277921431493,1310.2018196293432,1379.5109672954195,1512.2264290337794,1581.6266189859948,1718.9477723730681,1800.0
1128.38768555245,1141.3086747809964,1176.811859741484,1219.3570820223301,1250.0855130061882,1310.5383633558304,1381.482036834783,1513.5950598007648,1583.6511352284674,1730.892753365171,1800.0
1130.4259022282777,1144.6967394607072,1177.845461396509,1219.473064284082,1252.0497563181355,1313.4034571056125,1384.5272154260965,1515.3264654583966,1583.8441725829396,1731.668066825497,1800.0
1130.5880922937909,1145.5383331357793,1179.3525547074707,1219.4850732710477,1253.311245379157,1314.5268984722277,1385.2063475758036,1515.7719781103967,1584.248681841631,1731.7845530579839,1800.0
1130.9083454820277,1148.0627844229257,1181.2410546689296,1219.9520044447768,1258.3057488952543,1314.553027606885,1386.2409154347877,1515.9957109476898,1585.8149035738668,1731.8783832294876,1800.0
1131.3509901216673,1149.3097517538665,1182.8997364034897,1220.6571938552136,1258.4725532939112,1314.6866016298823,1386.340882212763,1516.1496835900818,1586.4029950121467,1731.8784146507335,1800.0
1131.7682331764065,1152.3983258951666,1183.3679411637936,1222.459907096828,1259.4320337294846,1314.7530459133648,1388.191582466676,1516.4758921754214,1591.7696564008909,1732.0664982997253,1800.0
1131.8234385742098,1152.4916247363133,1184.7520216507726,1223.0146391194676,1259.8678013552892,1315.3632385487456,1394.8221768048745,1516.6760399651296,1594.322443387775,1732.091131587928,1800.0
1131.8855405936908,1152.7243117430166,1185.879280807409,1223.574033559794,1262.0640332440594,1316.7924502547276,1395.131725351927,1518.9946343666943,1597.436022109237,1732.2093687770152,1800.0
1132.197503118454,1153.6075640626761,1186.4182603575857,1223.6942975553443,1265.438661693922,1318.489931632866,1395.8741206175057,1520.3227065462968,1598.1930706419473,1732.4453871379797,1800.0
1132.4174167438177,1154.622481495563,1186.6834517850978,1223.9584498466484,1265.9778944439997,1319.4728268396534,1395.999852904388,1522.6084691889912,1599.5495519509188,1732.470802358997,1800.0
1133.113329990122,1155.6131564251639,1187.2621126933666,1224.087976696928,1266.212932753717,1319.7851841941356,1396.0952353080293,1522.6779050193184,1600.6991727781601,1732.5333122216418,1800.0
1134.191653427991,1156.0104531741028,1187.8622519025962,1224.5222671731206,1268.4663991965863,1321.6500612240745,1400.338498147426,1529.1264531342765,1601.415450929258,1732.6641679371783,1800.0
1134.2390806480473,1156.3774060782384,1188.5510180761407,1225.1726121900388,1269.8533933080137,1322.365840883476,1401.4175901416963,1529.9000985823486,1607.471811051899,1732.8240000583496,1800.0
1135.8354052608852,1156.5615235630721,1189.66290985925,1226.2558305597754,1270.077285774664,1322.9980835586632,1401.4341859942163,1530.3383154542348,1610.7720399762648,1732.8354159054923,1800.0
1136.5504189805768,1157.5114309053438,1189.9355118489245,1227.535298806378,1270.1935977070766,1324.9747449076824,1401.642162303089,1531.9570127454494,1611.2958880697695,1732.8749887329373,1800.0
1137.3143834940709,1159.9253903622662,1191.0176445576103,1228.1629956972238,1271.3980604439444,1325.2581981612434,1402.029768659853,1533.5011273854639,1612.6815736719686,1732.9293722241466,1800.0
1137.583918416133,1160.1045072385539,1191.0428820548484,1228.6614082131389,1271.4589393314432,1325.4700811475461,1403.8423951351338,1534.4905899556575,1612.775924150211,1733.0192246711815,1800.0
1137.959148260687,1160.8624799341871,1191.1346759695882,1229.1602761669335,1272.0410545585642,1327.308247730828,1404.9658960066463,1534.8185153370885,1612.9119788879016,1733.0192246711815,1800.0
1138.9415601184749,1161.6817860419192,1192.385512121201,1229.19888410812,1274.8915269725392,1329.101189860329,1405.780634014849,1535.1017518674444,1613.5030486238954,1733.0375510477147,1800.0
1139.2609803304695,1161.7157817887496,1192.9427363188436,1229.970430285064,1276.5279037190573,1329.3130952783895,1406.6449068035183,1536.4019993175662,1614.478820769985,1733.0765633330766,1800.0
1139.4351545713478,1161.7342833615642,1193.4339677534604,1232.111215445804,1277.9540052465293,1329.7236494288807,1407.5241467239782,1536.7176861165835,1615.5537167969846,1733.0797560029657,1800.0
1139.7597893079744,1162.0059550730628,1193.7728024137537,1233.6504722745215,1279.1970660062823,1330.7872924612784,1410.5070171766417,1536.8467830596833,1615.6622641733386,1733.1132861057172,1800.0
1140.387216865913,1162.470316950858,1196.0749480759762,1234.717006332976,1279.4768232392166,1331.1318153599832,1411.0087935075517,1537.9949976936946,1620.2657227141272,1733.2464865704453,1800.0
1140.4937139191495,1162.852867317941,1196.2447619811182,1235.1755762656692,1279.54705601503,1331.4546029335147,1414.673275018025,1538.8058762288424,1621.3673235273534,1733.2464865704453,1800.0
1141.0264154511938,1162.9340892965565,1196.49016997862,1236.3014460110758,1280.2228191178674,1331.9315233332654,1416.2835127731555,1539.2122668158597,1622.610287722571,1733.2464865704453,1800.0
1141.0461618100517,1163.4878237145474,1196.6603602268547,1236.6767957725306,1280.8220459943498,1334.1850434228181,1416.6437530135324,1540.0470379744452,1625.8613373655164,1733.262657165113,1800.0
1141.2106259421976,1163.9293691710134,1196.705018851521,1237.2548394260607,1281.559059600653,1336.0146812457494,1417.0659209286348,1540.1917101441688,1628.4681190327049,1733.295045927424,1800.0
1141.336077050294,1165.2480164827584,1196.8052632477365,1237.6059303649668,1283.1896857601173,1337.1550072148834,1417.4399281220706,1540.947604957333,1630.4060455837546,1733.3760741455014,1800.0
1141.5981440734868,1165.7680690665961,1196.855298923777,1237.626061666826,1283.5853797411003,1337.5777267953517,1420.7637359001133,1541.2830542173795,1631.2781233055682,1733.4155822712803,1800.0
1141.7587384251733,1165.9677021257835,1198.7085485109626,1238.732691998415,1283.6586224033383,1337.769019381537,1420.8794201025894,1541.6316739261638,1633.619012154078,1733.4200158930778,1800.0
