Accuracy,5% Percentile,20% Percentile,30% Percentile,50% Percentile,70% Percentile,90% Percentile,95% Percentile
0.2,1081.697261,1115.982126,1127.14124,1149.709594,1171.886905,1201.638056,1221.526772
0.3,1138.883283,1175.410479,1187.536717,1211.426872,1232.358915,1266.500452,1279.547367
0.4,1196.216959,1231.376181,1244.878218,1266.721822,1287.753724,1321.142612,1335.213853
0.5,1243.972888,1279.835371,1293.083349,1312.547252,1335.363322,1361.377439,1372.486632
0.6,1297.96592,1326.192936,1339.395767,1359.466259,1377.685372,1407.452319,1421.249275
0.7,1344.10569,1371.808063,1382.72556,1398.53456,1417.002755,1448.53716,1460.834744
0.8,1392.439553,1417.659906,1427.3287,1443.294105,1460.671676,1483.614849,1496.175707
0.9,1436.804347,1463.654845,1472.404058,1485.63677,1499.910671,1519.888043,1530.050418
1,1507.27587,1516.726548,1521.241929,1529.110733,1539.07287,1554.705599,1563.145762
