0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
1216.3215672968934,1231.5279688870878,1262.5582401609954,1304.944453329661,1327.4550159701068,1350.9594435457889,1410.339073341498,1446.9566376033476,1548.52024712365
1218.1357429728018,1239.268803257422,1275.102401679343,1312.2294743226182,1330.4090117344992,1372.023270734916,1414.6031714171822,1454.9191344141911,1555.6195410204236
1218.4987449859198,1242.3740244909018,1281.958352803688,1313.7374762201168,1338.4517734371977,1372.951274776386,1416.4383909883895,1461.2480612868299,1555.777162489893
1219.8511734370131,1247.5191126026555,1286.5852172667915,1317.6886571380746,1338.524745634727,1373.3726553840525,1417.1486342919077,1466.7620133148716,1556.0040842416317
1222.026224518335,1253.072324906633,1293.4778752996324,1321.5596077715911,1343.1491502467397,1377.2042123804574,1418.5641479559781,1475.2330125338872,1558.806929689826
1224.4628334665936,1255.5208050402287,1293.9977100181302,1321.741234698432,1347.450413731595,1382.94533387823,1422.8147877304834,1481.2910472402684,1559.2764788815202
1226.7087024655293,1259.047486446047,1295.5623458098892,1322.494255852641,1350.9272253918446,1385.0531625605404,1423.4379013188814,1482.6528020464107,1559.3130961470379
1228.9085111387121,1259.4200933760246,1297.8260705465168,1322.5580718811163,1351.1595686156793,1387.0050168842756,1424.212759207851,1484.648482363657,1560.0353121558862
1230.747909004593,1262.2525299606025,1298.4086157297063,1325.3123144411823,1353.0030250090954,1389.1973473975856,1424.8706916121753,1485.7987118988535,1560.0565035890959
1231.789681083416,1262.482632887189,1298.8585724307256,1325.7444398631985,1355.8838614559472,1392.2726674614078,1430.264664974234,1489.204026926159,1560.5024570581404
1233.177613758372,1263.0828291984083,1299.9050261197629,1328.0267132090182,1356.0067519200059,1397.188887782761,1431.2155988104091,1490.8282632154794,1560.9365588874057
1233.3936071067542,1263.7983579034021,1302.5300168924805,1329.4163594261306,1356.7124831511187,1397.4428376898427,1434.212914160491,1491.239336583152,1561.2017292382197
1234.2908041774708,1265.303379912786,1302.920420282303,1331.756548352141,1360.092289411852,1397.6015522483858,1435.2513018278512,1492.1332616247364,1562.2117953024947
1234.7792345921005,1265.7015337488142,1304.1512531468486,1333.3703903313012,1361.5776699474413,1397.8807221435593,1436.2990379383766,1493.4646484563705,1562.4187796570732
1235.1788753048932,1267.0089577118547,1304.347508277067,1335.7055290787034,1362.34285093001,1398.4967999528255,1437.0009310147723,1494.283840227062,1563.193291528782
1235.3539029852197,1267.4876907619503,1305.96689438449,1336.0137545385744,1365.4352877569715,1401.5903179391962,1439.3531245632228,1496.0248712565165,1563.3501904693094
1235.7632627154373,1267.6875808890572,1306.5150118452968,1336.1909241365834,1366.7707792439123,1401.6711743199614,1441.6359306847287,1497.164446811092,1563.3642988077556
