Accuracy,5% Percentile,20% Percentile,30% Percentile,50% Percentile,70% Percentile,90% Percentile,95% Percentile
0.2,1067.6856772347835,1100.270282440016,1114.1186958987655,1136.508009055481,1158.2085479441846,1190.7611154426704,1213.1389959004446
0.30000000000000004,1125.9963556605392,1165.4552229879746,1179.9449957051113,1201.5610633755912,1223.817279097696,1260.078931841149,1274.0447491802045
0.4,1190.2233077300418,1222.9935274533368,1234.5328737632121,1258.3317205723145,1280.7045421903001,1315.7977204413417,1328.6374573604762
0.5,1235.0176771698923,1269.995056811784,1283.845214226483,1305.6345308789898,1326.6609528682745,1358.3636917103315,1376.3063498157776
0.6000000000000001,1284.3738386567456,1318.0023853343903,1329.4984651433704,1350.0956398575165,1371.2409947360293,1400.237741281326,1414.2389003562262
0.7,1337.1382176334803,1365.696714669735,1378.0251686183615,1397.2231524204358,1416.277293844854,1442.1001957286078,1453.2336338209504
0.8,1388.396306347631,1416.3184832490608,1425.024213947985,1442.6823639070474,1460.245490601118,1486.1028366969974,1496.2883417797525
0.9000000000000001,1439.4542149863928,1461.1074373702832,1469.6580634416066,1484.506987337036,1499.4173805551764,1520.3406825787024,1528.00396554117
1.0,1506.1417912621175,1514.9023993480746,1519.7452199929266,1528.525364516977,1538.804132417739,1557.576008235158,1565.697081208971
